User_ID,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml),age,gender,zip_code
334,Vegetables,399,9.3,75.6,13.2,9.4,32.7,808,56,Dinner,132,33,Female,3010
334,Grains,105,14.3,38.2,16.9,3.7,27.9,330,166,Dinner,549,18,Male,8221
527,Vegetables,167,29.7,29.3,16.1,6.8,41.4,728,212,Breakfast,796,43,Male,1046
714,Dairy,407,45.3,13.7,25.4,3.1,11.4,653,58,Lunch,515,69,Male,8449
938,Snacks,75,27.4,74.2,23.5,7.2,39.0,221,184,Snack,888,30,Female,3013
495,Dairy,471,48.0,98.0,6.8,2.6,30.5,225,7,Breakfast,782,37,Male,2598
726,Snacks,328,45.3,75.6,42.2,1.7,46.9,704,199,Breakfast,917,80,Female,3548
241,Fruits,552,11.6,17.7,27.7,8.4,21.8,38,241,Snack,538,74,Male,8448
613,Beverages,590,11.5,90.0,13.5,2.0,31.8,512,289,Breakfast,293,79,Male,2082
865,Dairy,149,21.8,59.0,46.2,3.6,44.6,565,137,Dinner,973,64,Female,3036
380,Fruits,515,24.8,30.7,44.1,9.5,12.8,358,169,Dinner,580,79,Female,3545
381,Beverages,518,9.2,90.4,11.8,2.7,40.9,596,45,Lunch,587,42,Male,1093
878,Dairy,411,24.9,90.9,34.3,4.1,49.4,231,272,Lunch,406,66,Female,3402
815,Snacks,537,26.6,93.8,25.9,3.7,22.4,503,200,Breakfast,429,57,Female,2014
319,Snacks,411,2.2,73.7,37.2,0.7,9.0,27,60,Lunch,387,28,Female,1008
419,Beverages,276,45.9,80.4,21.7,1.5,16.1,995,149,Dinner,175,62,Male,1064
537,Meat,67,32.3,81.8,12.9,8.7,39.5,536,59,Lunch,686,32,Male,2530
750,Vegetables,285,37.3,88.8,42.0,4.3,21.5,218,227,Lunch,581,38,Male,2594
61,Beverages,413,8.0,30.4,45.0,8.8,20.9,881,119,Dinner,227,53,Female,2570
665,Snacks,596,8.4,79.6,36.3,7.4,37.6,922,242,Dinner,128,49,Male,2599
942,Grains,594,22.8,18.3,47.6,8.8,12.5,283,234,Dinner,934,41,Female,3052
607,Beverages,209,36.2,52.1,40.4,0.5,47.1,554,287,Snack,670,47,Female,1007
544,Meat,265,18.1,55.6,22.3,5.8,19.8,186,88,Dinner,526,67,Female,3073
519,Beverages,500,14.1,7.8,8.0,7.2,36.8,754,234,Breakfast,526,44,Female,1057
420,Beverages,352,33.9,48.2,44.3,4.7,21.6,376,259,Lunch,522,30,Female,2503
463,Grains,366,12.5,60.0,41.2,0.9,49.0,66,168,Lunch,622,46,Male,3405
463,Vegetables,280,8.9,76.7,46.0,7.2,44.3,837,139,Lunch,985,54,Female,3564
443,Vegetables,364,28.6,39.7,25.3,9.2,25.9,523,59,Dinner,201,66,Female,2583
294,Dairy,109,12.9,22.3,47.9,4.5,15.7,687,128,Dinner,692,26,Female,2004
709,Vegetables,147,12.4,23.4,42.3,2.9,32.2,756,215,Breakfast,317,61,Male,2552
798,Snacks,268,37.8,36.3,31.1,1.7,40.7,716,35,Breakfast,617,78,Male,3559
561,Beverages,124,34.6,21.6,31.7,1.8,6.9,691,0,Dinner,977,21,Male,1074
273,Snacks,234,3.9,89.2,23.4,7.0,3.3,317,180,Lunch,640,42,Female,4807
615,Meat,134,18.0,11.4,48.2,6.2,28.3,198,216,Breakfast,118,29,Male,3018
973,Fruits,455,36.1,93.4,1.3,2.4,49.0,303,60,Breakfast,350,57,Female,4901
165,Dairy,64,24.3,5.6,23.4,0.3,11.4,677,212,Breakfast,822,73,Male,8442
62,Vegetables,527,27.1,73.2,36.6,9.2,19.1,241,300,Dinner,268,68,Female,3014
563,Dairy,108,34.2,78.0,41.0,2.6,30.3,737,18,Breakfast,372,36,Female,2071
645,Meat,318,43.4,23.8,22.2,6.3,0.3,765,208,Dinner,228,50,Male,9711
384,Fruits,510,42.5,36.1,39.5,8.3,44.2,153,48,Lunch,290,45,Female,2027
454,Meat,114,40.0,51.9,11.8,0.4,22.1,789,140,Snack,615,54,Male,3552
522,Beverages,430,13.4,86.3,10.5,5.2,39.1,7,261,Breakfast,735,66,Female,3012
954,Snacks,365,11.0,76.3,29.2,4.9,36.8,436,73,Breakfast,546,67,Male,3074
34,Fruits,546,46.6,21.6,15.5,5.4,18.6,277,10,Breakfast,754,67,Male,2526
525,Vegetables,69,32.9,52.3,9.7,7.3,11.2,681,46,Dinner,256,18,Female,7423
315,Beverages,169,2.8,15.3,15.3,3.4,15.5,115,135,Dinner,508,22,Male,6531
760,Dairy,317,40.7,93.1,7.8,8.9,27.3,908,227,Breakfast,835,61,Male,1070
157,Meat,307,41.0,56.6,4.1,4.7,9.3,526,79,Breakfast,384,58,Female,3223
516,Grains,223,25.1,74.2,14.0,2.7,6.2,902,12,Snack,571,80,Male,1084
883,Beverages,235,25.1,73.2,41.4,6.6,45.8,927,177,Lunch,209,40,Female,3547
185,Meat,160,49.8,50.9,40.8,2.9,8.9,434,114,Dinner,106,59,Male,2029
255,Grains,58,30.7,23.9,41.2,9.7,26.2,612,82,Dinner,553,49,Male,3581
523,Dairy,390,19.4,35.3,21.1,3.8,2.1,861,50,Dinner,584,61,Male,4803
845,Fruits,109,19.2,60.3,30.0,5.3,4.2,705,300,Lunch,606,54,Male,2543
889,Meat,55,36.0,62.2,43.9,6.7,17.1,606,233,Dinner,817,78,Male,3050
68,Meat,299,39.8,70.2,20.3,5.2,45.4,942,202,Snack,732,61,Male,3040
381,Beverages,404,27.1,22.0,6.1,4.6,30.0,636,262,Breakfast,796,40,Male,3562
102,Meat,363,17.8,85.7,1.8,3.2,34.0,294,206,Dinner,402,53,Female,3523
691,Grains,584,13.5,8.2,30.3,3.9,43.4,709,237,Lunch,930,41,Male,2541
857,Fruits,98,7.1,69.0,3.2,9.6,36.3,116,25,Lunch,158,48,Male,1041
519,Snacks,590,34.3,75.0,22.3,1.2,2.3,915,206,Breakfast,994,59,Female,2008
942,Fruits,490,28.5,78.8,11.9,4.6,22.9,811,103,Snack,535,60,Female,1006
836,Grains,128,32.9,93.7,30.9,1.9,0.3,549,246,Lunch,880,44,Male,3588
245,Beverages,551,4.0,11.6,23.7,8.6,41.3,550,169,Snack,533,47,Female,1098
990,Snacks,51,11.5,26.0,27.4,3.9,38.6,631,93,Breakfast,209,43,Male,3406
792,Snacks,193,28.3,43.7,25.7,8.8,5.9,157,107,Dinner,830,26,Female,3402
482,Beverages,451,45.3,77.6,15.2,5.4,37.4,128,255,Breakfast,941,49,Male,3526
575,Fruits,434,33.8,24.7,29.4,7.0,34.3,345,37,Lunch,537,78,Female,3008
893,Fruits,526,26.2,71.7,29.0,3.9,35.9,656,116,Lunch,612,75,Female,3061
926,Snacks,205,5.4,94.0,36.6,1.0,7.2,272,284,Breakfast,272,58,Male,2500
465,Beverages,244,29.0,12.7,36.6,6.0,7.6,62,91,Breakfast,639,23,Male,2569
366,Dairy,538,11.2,44.4,39.2,4.0,43.8,99,205,Dinner,822,51,Female,3531
331,Beverages,354,39.0,41.1,41.4,4.9,14.1,621,77,Lunch,647,37,Male,3032
931,Beverages,127,40.5,94.3,2.0,5.5,37.2,139,158,Lunch,290,18,Male,3821
159,Dairy,551,6.9,47.4,18.2,7.6,10.2,282,252,Breakfast,129,49,Male,3059
39,Dairy,315,41.0,27.7,16.0,2.2,28.0,689,147,Breakfast,594,23,Female,3410
536,Grains,504,23.7,10.2,14.0,8.0,24.9,687,32,Breakfast,139,52,Male,1018
252,Vegetables,266,48.0,68.7,11.2,9.2,44.0,278,247,Dinner,108,57,Male,3028
108,Snacks,127,37.1,24.9,13.7,5.4,14.1,950,129,Lunch,802,44,Female,3042
218,Snacks,128,23.2,67.5,37.9,8.4,44.6,709,221,Dinner,788,59,Male,4807
563,Snacks,598,31.4,45.7,47.2,3.1,21.0,73,214,Breakfast,762,80,Male,1041
133,Vegetables,483,40.4,62.4,47.1,0.1,10.9,346,271,Snack,550,21,Female,2003
27,Vegetables,365,20.9,7.1,40.5,6.4,3.9,625,108,Breakfast,400,67,Male,3573
490,Vegetables,113,47.7,55.7,34.3,3.2,1.1,617,225,Snack,420,79,Female,3044
632,Grains,498,29.5,27.8,21.8,9.5,13.0,430,98,Dinner,119,78,Male,2524
322,Grains,119,3.6,99.2,37.4,2.1,19.5,231,191,Snack,831,77,Female,3028
499,Fruits,329,2.2,30.5,36.3,4.4,27.0,475,121,Breakfast,882,62,Male,8211
881,Beverages,282,49.8,51.2,49.2,0.5,36.9,927,264,Snack,864,41,Male,2513
818,Fruits,481,3.5,50.1,28.3,7.5,19.3,822,209,Dinner,702,57,Male,1014
635,Grains,413,4.6,58.6,43.3,5.7,5.5,19,207,Breakfast,814,61,Female,3010
608,Fruits,206,19.9,92.9,22.9,9.9,25.9,660,21,Breakfast,640,42,Male,3003
402,Vegetables,597,30.0,12.8,36.6,8.1,19.5,111,48,Breakfast,480,44,Male,3540
148,Fruits,267,23.6,40.5,43.2,3.6,10.8,633,201,Snack,663,55,Female,3410
454,Dairy,233,4.3,15.2,10.7,3.5,49.6,198,147,Dinner,499,57,Female,3524
239,Dairy,541,14.1,57.8,47.6,7.6,3.8,680,254,Snack,649,72,Female,3057
153,Grains,293,47.5,92.0,21.6,8.8,24.9,912,108,Breakfast,193,43,Male,3052
23,Vegetables,585,25.6,83.5,41.3,3.7,44.1,778,158,Dinner,852,56,Male,3039
655,Beverages,89,49.9,58.6,5.8,2.5,41.1,720,227,Lunch,242,28,Male,7511
630,Fruits,54,36.4,54.6,48.7,1.3,36.3,44,141,Snack,576,73,Female,2512
216,Fruits,398,39.8,52.0,14.0,2.4,9.8,802,247,Breakfast,163,53,Female,2533
440,Beverages,532,25.2,48.5,13.6,4.2,46.1,787,230,Lunch,153,72,Female,2508
858,Dairy,162,36.6,23.4,13.6,0.2,34.4,987,222,Lunch,838,48,Male,2565
95,Beverages,446,32.4,35.3,19.6,5.8,23.7,978,79,Dinner,892,53,Male,1111
940,Dairy,114,43.4,94.0,26.4,3.6,19.5,216,171,Snack,781,56,Female,3223
475,Beverages,193,23.3,6.7,1.9,5.9,11.0,561,55,Lunch,461,46,Female,3596
431,Dairy,271,45.3,43.5,16.6,4.0,6.3,849,65,Snack,753,54,Male,3549
672,Vegetables,333,42.1,10.8,45.9,0.7,3.7,557,118,Snack,817,38,Female,1030
323,Dairy,57,48.1,5.9,24.3,2.4,19.4,948,252,Breakfast,217,52,Male,3057
1000,Meat,163,8.9,24.1,7.3,7.3,37.5,488,172,Snack,823,80,Female,9931
91,Grains,147,38.6,43.9,20.0,6.6,29.5,46,265,Breakfast,379,20,Female,3065
733,Grains,276,11.0,19.6,16.3,1.6,8.6,822,67,Snack,266,76,Female,3071
217,Fruits,432,4.3,74.4,26.8,6.7,23.5,704,56,Lunch,452,34,Male,1039
414,Fruits,449,20.9,66.9,48.2,2.4,49.0,721,28,Lunch,856,30,Male,2558
108,Fruits,101,5.8,14.2,4.3,7.7,2.7,366,218,Snack,520,41,Male,1047
539,Dairy,551,44.2,38.6,25.5,0.9,29.2,823,8,Breakfast,731,66,Female,3587
273,Fruits,295,29.5,90.3,26.1,7.8,18.9,175,206,Breakfast,560,35,Male,2541
383,Fruits,600,36.4,23.0,46.4,9.9,24.3,704,211,Lunch,375,69,Female,2531
677,Dairy,541,48.4,31.0,9.2,0.2,16.3,732,205,Dinner,201,60,Male,2018
924,Vegetables,186,35.2,55.9,44.4,2.1,40.1,14,107,Dinner,333,72,Female,4382
217,Grains,430,12.8,17.7,47.7,6.4,41.4,212,160,Snack,844,67,Female,3026
348,Dairy,529,41.8,71.2,8.9,6.8,29.9,161,15,Lunch,153,75,Female,2556
32,Fruits,316,32.0,43.0,41.0,3.9,32.2,564,73,Dinner,392,37,Female,3419
856,Grains,108,40.6,13.9,12.2,9.3,44.7,530,194,Lunch,624,36,Female,3037
960,Dairy,365,46.6,92.0,35.2,2.6,31.4,316,194,Dinner,708,71,Female,3040
559,Fruits,355,19.8,70.3,29.9,3.1,34.3,135,295,Breakfast,626,52,Female,3563
939,Meat,344,17.2,92.5,34.7,8.3,20.7,25,230,Lunch,421,56,Female,3018
229,Snacks,462,40.9,72.2,3.0,9.2,4.0,918,171,Lunch,315,55,Female,1030
502,Vegetables,537,44.4,28.2,17.5,7.0,30.7,597,99,Dinner,122,59,Female,2567
824,Grains,106,26.1,47.5,22.6,6.5,10.5,749,146,Lunch,899,18,Female,3029
390,Fruits,207,6.6,77.4,14.2,7.3,13.4,63,137,Dinner,720,33,Male,1094
2,Snacks,141,43.2,59.4,14.7,8.8,5.9,256,41,Dinner,179,51,Female,3401
613,Dairy,157,24.4,86.1,24.3,0.3,20.9,982,252,Dinner,957,51,Male,1113
532,Vegetables,349,32.5,81.7,44.9,0.9,12.1,219,68,Snack,459,21,Male,2012
545,Grains,584,8.5,15.9,47.7,7.9,0.9,344,294,Dinner,159,80,Female,2532
553,Beverages,328,32.3,75.8,3.3,8.0,17.2,956,232,Breakfast,874,71,Female,7821
783,Snacks,269,13.6,14.1,3.0,5.6,31.7,375,108,Dinner,672,39,Male,3596
299,Grains,343,48.8,85.2,18.3,2.9,49.9,908,279,Dinner,889,38,Female,3062
990,Beverages,210,25.9,82.0,16.3,5.6,30.4,177,16,Breakfast,495,20,Female,2549
533,Meat,296,31.8,31.0,47.1,7.4,48.3,396,16,Lunch,693,23,Female,8911
62,Dairy,448,8.3,98.9,22.5,1.0,18.8,309,230,Breakfast,547,46,Male,3004
896,Grains,558,3.1,32.3,2.7,7.8,5.6,960,72,Dinner,737,19,Female,7511
639,Snacks,527,31.7,17.8,8.8,6.4,12.9,377,181,Breakfast,675,72,Male,8441
911,Fruits,562,36.4,16.9,30.6,8.6,45.0,582,113,Lunch,135,72,Female,4804
416,Grains,554,31.6,17.2,34.0,2.7,48.4,500,67,Snack,414,43,Female,6531
249,Snacks,409,26.0,52.1,16.5,1.0,38.5,253,71,Breakfast,863,23,Female,3404
999,Grains,500,47.4,26.0,22.4,1.9,37.4,506,283,Dinner,926,73,Male,3505
501,Snacks,91,41.9,18.2,24.2,2.0,15.1,613,246,Breakfast,179,32,Female,3008
548,Snacks,456,26.1,64.0,14.9,3.5,9.9,426,283,Dinner,561,57,Female,3013
820,Meat,353,38.7,30.9,24.8,3.4,24.5,777,236,Breakfast,342,72,Male,4811
465,Fruits,320,23.5,36.1,19.4,0.8,19.7,919,144,Dinner,376,67,Male,3811
573,Beverages,461,28.5,79.3,31.0,7.6,36.1,284,65,Snack,391,54,Female,3407
744,Dairy,206,13.3,31.5,28.0,7.4,33.2,181,101,Dinner,255,76,Female,3405
844,Beverages,210,19.2,59.5,9.1,1.1,18.5,754,128,Breakfast,644,64,Female,4808
356,Fruits,383,25.7,94.3,6.0,0.3,39.5,605,202,Lunch,843,37,Male,2595
587,Grains,140,45.0,43.7,27.2,8.5,40.6,427,98,Dinner,547,33,Male,1074
819,Vegetables,105,25.2,31.5,39.1,3.4,25.0,227,155,Dinner,308,74,Female,1069
453,Snacks,147,42.5,37.8,3.8,7.7,4.9,876,71,Breakfast,855,66,Male,2589
938,Fruits,253,23.8,98.7,14.9,5.7,13.6,402,206,Dinner,454,32,Male,3037
467,Grains,415,21.8,28.6,25.7,5.3,2.7,967,131,Breakfast,741,41,Female,1073
689,Grains,299,6.9,19.8,24.4,6.0,0.6,191,75,Lunch,478,67,Male,1082
580,Dairy,500,30.9,15.3,37.7,8.0,15.7,512,107,Breakfast,866,36,Male,2507
937,Fruits,282,13.2,81.3,38.0,1.5,44.6,845,177,Snack,365,22,Male,1069
577,Meat,209,48.3,38.8,35.4,7.1,9.6,214,106,Breakfast,794,26,Male,4813
205,Grains,51,38.1,31.0,4.6,5.6,46.7,320,20,Lunch,208,58,Male,9751
297,Fruits,137,38.1,86.0,21.0,9.0,6.3,909,274,Dinner,324,52,Male,2579
747,Vegetables,542,22.3,40.1,15.8,8.2,0.4,688,296,Breakfast,825,69,Female,2025
210,Snacks,245,29.4,40.6,3.5,7.4,10.7,46,15,Snack,261,35,Male,3565
322,Dairy,362,33.0,70.9,24.7,0.6,30.9,48,0,Snack,440,49,Female,3414
882,Fruits,583,13.5,31.5,39.6,9.4,38.4,385,230,Breakfast,594,30,Female,3569
219,Meat,331,39.0,8.7,13.5,3.6,26.0,706,189,Dinner,589,48,Female,3513
31,Grains,577,45.1,19.7,11.1,4.2,4.6,636,79,Snack,360,72,Female,1026
919,Meat,258,18.1,25.5,26.3,4.6,14.7,48,205,Dinner,613,71,Male,3029
104,Grains,186,27.0,74.1,3.9,9.5,26.0,120,209,Breakfast,488,39,Female,2521
878,Meat,327,3.5,91.0,1.1,6.9,9.5,850,253,Breakfast,477,74,Female,2026
644,Snacks,50,34.3,99.5,3.4,0.7,48.7,600,97,Snack,510,55,Male,1066
997,Meat,179,40.6,71.5,38.1,6.8,36.6,115,122,Dinner,175,25,Female,1057
472,Vegetables,561,31.6,90.3,29.7,7.1,9.9,254,220,Lunch,605,28,Male,3543
687,Meat,218,43.9,18.9,29.1,9.8,34.1,574,298,Breakfast,800,28,Female,3541
602,Beverages,287,5.6,36.6,42.7,5.1,14.2,32,159,Breakfast,912,42,Male,3073
797,Beverages,252,15.2,58.3,1.2,4.3,24.5,702,179,Snack,742,44,Male,3034
242,Vegetables,467,45.0,18.2,22.4,6.4,1.1,550,248,Dinner,779,55,Female,7811
99,Beverages,210,12.6,62.2,4.6,0.4,1.7,672,271,Breakfast,474,80,Male,2511
460,Vegetables,571,8.8,71.1,5.8,2.5,7.0,352,145,Breakfast,967,63,Female,3590
383,Grains,538,46.6,7.7,4.1,7.6,12.9,842,129,Breakfast,445,39,Female,3567
990,Fruits,567,33.5,45.0,46.4,9.5,33.5,483,124,Lunch,583,76,Male,3201
796,Dairy,493,40.3,40.3,21.5,7.4,15.6,657,175,Snack,264,68,Female,1045
763,Vegetables,225,20.9,25.5,28.1,0.1,16.0,189,222,Snack,285,32,Female,6211
464,Fruits,578,28.9,48.4,36.8,3.6,37.2,465,80,Snack,838,68,Male,3408
541,Dairy,156,27.1,65.3,18.5,7.0,41.7,601,152,Lunch,511,75,Female,6412
545,Fruits,385,45.1,17.3,21.0,5.5,0.6,999,150,Dinner,648,56,Male,1311
434,Dairy,594,11.2,91.8,7.4,9.3,40.6,49,3,Dinner,190,27,Male,3074
269,Grains,80,41.5,8.2,28.2,7.6,34.3,333,132,Breakfast,954,52,Male,1111
609,Beverages,169,8.4,27.8,11.7,7.1,42.5,209,137,Dinner,151,52,Male,1067
592,Dairy,482,40.3,92.7,49.8,8.6,16.1,172,62,Snack,719,26,Male,3076
509,Snacks,105,12.6,19.2,18.9,7.6,22.9,430,101,Lunch,608,42,Male,3414
529,Snacks,507,18.8,19.0,25.4,5.1,5.1,723,117,Snack,685,41,Male,3141
711,Meat,96,48.7,37.6,30.8,4.6,43.3,561,94,Breakfast,884,19,Female,2539
390,Snacks,251,49.4,15.6,22.7,5.7,0.3,66,206,Breakfast,278,49,Male,3068
149,Fruits,155,44.6,71.6,45.0,8.4,2.2,198,21,Lunch,405,41,Female,2611
786,Meat,576,49.9,76.0,39.4,7.6,23.2,184,285,Dinner,299,43,Female,3595
279,Snacks,355,30.3,40.6,32.2,7.3,44.3,745,282,Dinner,803,56,Male,3051
144,Meat,292,28.1,46.6,25.2,7.5,49.3,498,99,Breakfast,481,59,Male,8232
633,Grains,341,26.1,7.8,18.8,4.5,10.5,5,56,Dinner,694,28,Female,4816
767,Dairy,103,31.6,6.7,45.7,6.5,2.8,101,158,Breakfast,453,76,Female,3062
922,Meat,261,28.4,79.5,49.9,7.0,11.2,821,281,Breakfast,483,73,Female,1072
967,Beverages,408,11.5,32.0,20.3,2.3,9.1,811,125,Snack,332,64,Male,4810
905,Fruits,564,47.2,55.8,2.0,6.9,1.7,898,225,Snack,908,37,Male,2523
46,Beverages,118,7.9,62.0,22.9,4.9,30.2,63,215,Dinner,519,73,Female,3076
497,Grains,260,38.0,69.8,35.2,3.5,44.2,382,68,Breakfast,818,34,Female,3501
143,Grains,101,22.5,78.9,8.3,1.8,42.3,283,79,Breakfast,158,42,Female,3201
13,Snacks,286,1.3,34.8,30.3,5.0,29.1,779,42,Lunch,575,74,Female,2548
635,Snacks,67,1.6,31.1,11.9,6.7,1.0,921,86,Snack,909,58,Female,8441
58,Snacks,560,36.1,15.1,12.3,8.0,28.1,530,18,Dinner,853,71,Male,2514
262,Dairy,548,27.3,74.3,9.1,3.9,41.6,486,89,Snack,812,71,Male,1099
147,Grains,436,44.9,58.9,21.2,7.4,8.6,407,123,Snack,815,52,Male,3400
398,Meat,94,9.7,24.5,30.3,3.2,7.3,661,52,Dinner,639,66,Male,2532
64,Beverages,354,43.0,72.5,21.8,9.2,24.3,242,47,Dinner,991,47,Male,1059
35,Beverages,445,17.7,16.1,37.1,0.7,41.8,895,9,Snack,195,57,Female,3514
747,Vegetables,64,11.6,92.1,47.8,8.5,31.6,744,273,Lunch,316,79,Female,2522
670,Snacks,249,18.4,83.5,36.7,4.5,16.3,426,259,Snack,302,63,Female,1089
689,Vegetables,188,23.5,66.4,25.7,6.4,38.6,399,147,Breakfast,646,67,Male,1094
582,Snacks,436,8.6,78.4,37.9,6.3,41.0,510,147,Breakfast,126,40,Female,1073
480,Grains,272,14.7,61.6,35.8,0.2,4.8,823,79,Lunch,517,41,Female,2561
746,Beverages,255,31.2,26.5,12.4,8.8,49.6,960,299,Snack,976,74,Male,3538
672,Dairy,150,46.9,60.8,20.9,7.1,11.2,16,69,Lunch,821,20,Female,9405
905,Dairy,521,15.8,44.5,7.9,0.8,41.8,439,161,Breakfast,500,33,Male,4531
358,Beverages,452,35.0,27.6,45.3,2.3,15.9,431,81,Dinner,966,38,Female,3541
189,Meat,82,46.8,71.6,28.8,0.3,39.7,790,142,Breakfast,543,34,Male,1066
600,Vegetables,519,24.0,18.5,46.2,6.7,13.1,393,180,Breakfast,120,55,Female,2014
240,Grains,140,2.5,68.8,25.2,3.0,3.3,748,171,Lunch,997,76,Male,4810
2,Grains,413,28.9,76.0,16.7,5.4,36.3,795,48,Lunch,339,77,Female,3049
789,Dairy,548,17.9,26.6,26.4,5.8,24.7,608,194,Dinner,343,27,Female,3079
473,Grains,237,37.1,62.6,44.4,3.6,21.8,868,169,Snack,987,28,Female,1112
315,Vegetables,163,36.7,37.4,3.9,2.5,29.9,826,181,Dinner,464,47,Female,1117
635,Dairy,397,27.2,25.9,43.9,1.2,36.1,442,201,Dinner,502,72,Male,2071
785,Vegetables,177,14.2,83.1,13.4,2.7,7.5,791,29,Breakfast,526,35,Female,1058
938,Dairy,500,25.4,97.5,16.5,0.1,42.8,242,266,Breakfast,619,31,Male,1069
936,Beverages,528,49.4,34.2,41.0,4.3,45.1,891,293,Snack,492,32,Male,3416
660,Meat,569,4.3,23.2,31.9,9.5,28.2,373,17,Breakfast,416,20,Female,2612
741,Fruits,96,12.9,38.9,21.4,8.2,6.1,921,90,Snack,713,29,Female,2582
273,Fruits,189,20.6,16.7,21.9,4.3,47.2,464,110,Breakfast,486,34,Male,4814
334,Fruits,271,31.8,11.0,27.5,7.7,4.7,115,218,Snack,352,53,Female,1022
866,Snacks,521,23.0,76.3,4.3,7.1,6.7,14,190,Lunch,846,25,Female,3056
747,Vegetables,149,37.9,36.3,15.1,1.5,33.3,145,175,Snack,308,56,Male,3562
188,Vegetables,532,26.3,98.9,31.8,4.7,15.4,473,198,Breakfast,314,76,Male,2545
549,Snacks,447,25.9,78.3,24.5,9.6,25.6,154,7,Breakfast,350,75,Male,8221
450,Snacks,177,27.3,75.7,2.5,7.2,35.4,310,230,Dinner,797,56,Female,3577
450,Fruits,495,28.5,80.3,49.1,9.2,27.9,258,91,Snack,648,59,Male,3002
586,Meat,84,47.3,80.9,8.3,0.5,48.6,956,250,Dinner,883,79,Male,2592
575,Vegetables,74,31.9,65.1,7.2,7.7,30.9,295,83,Snack,335,57,Male,6541
442,Beverages,398,39.6,20.0,36.5,8.9,45.2,338,184,Lunch,834,75,Female,3506
889,Dairy,516,31.4,93.1,19.4,3.0,6.1,864,234,Breakfast,736,78,Female,3517
117,Dairy,376,9.3,45.3,27.7,9.0,5.6,445,140,Breakfast,706,61,Male,2558
385,Fruits,203,30.5,30.5,41.4,3.4,19.2,851,242,Lunch,486,23,Male,8911
561,Meat,102,28.2,60.6,39.6,7.3,42.1,404,278,Snack,896,25,Female,2561
84,Fruits,267,29.6,89.4,2.6,2.9,37.7,865,15,Snack,463,73,Male,3556
197,Meat,568,33.2,30.1,31.6,4.3,1.2,661,187,Breakfast,814,73,Male,3580
612,Dairy,273,4.9,50.2,36.4,5.6,38.5,638,45,Dinner,881,66,Male,3559
360,Vegetables,132,27.3,27.2,13.1,9.7,30.1,27,0,Snack,832,62,Female,1052
720,Vegetables,265,45.5,80.6,2.3,8.2,13.7,704,121,Snack,689,59,Male,3047
709,Meat,200,16.9,66.1,24.0,7.0,46.4,47,216,Breakfast,249,71,Male,3001
863,Grains,528,24.4,58.7,24.4,7.7,23.4,853,248,Breakfast,821,65,Female,3036
966,Snacks,195,25.0,88.3,11.6,4.6,6.1,716,278,Breakfast,777,41,Male,5651
415,Vegetables,154,27.6,72.2,28.6,1.7,19.9,570,180,Dinner,494,63,Female,8449
564,Vegetables,177,6.1,27.3,27.3,2.9,29.7,368,26,Snack,308,42,Female,3037
912,Fruits,303,32.0,61.8,31.1,8.2,39.9,42,280,Lunch,692,75,Female,2592
432,Beverages,514,10.4,33.5,37.2,1.2,26.6,566,158,Breakfast,426,72,Female,3576
866,Meat,229,1.8,8.2,8.1,2.6,4.6,717,185,Snack,173,51,Male,1090
196,Meat,547,20.0,78.4,45.7,1.7,31.6,199,262,Breakfast,999,56,Male,3401
233,Snacks,354,43.8,48.0,13.7,7.3,45.7,10,123,Lunch,753,35,Male,3533
737,Snacks,324,29.7,77.6,22.3,4.3,19.0,142,147,Breakfast,902,70,Male,2021
747,Grains,194,40.7,98.9,33.0,6.5,3.2,412,45,Breakfast,609,56,Female,3006
424,Vegetables,436,37.0,29.8,16.6,8.7,28.2,988,292,Breakfast,552,27,Female,4815
425,Fruits,553,8.1,38.9,6.2,4.7,48.6,468,49,Breakfast,746,40,Female,2531
640,Meat,197,17.2,65.3,21.1,0.9,11.3,601,116,Lunch,280,24,Female,2504
253,Fruits,458,36.9,94.6,5.7,7.6,29.9,498,246,Snack,612,59,Male,3527
921,Meat,587,2.2,61.7,45.1,7.1,41.3,339,67,Breakfast,779,63,Female,1058
142,Vegetables,494,48.8,75.8,34.0,7.1,1.6,678,273,Lunch,954,49,Female,2018
441,Meat,165,14.8,49.2,18.1,5.5,2.3,539,54,Lunch,214,76,Male,8448
692,Grains,500,24.1,35.9,43.2,6.6,0.7,811,201,Breakfast,590,43,Female,2584
512,Grains,130,25.9,92.8,34.9,1.2,39.0,199,122,Breakfast,903,25,Male,1088
26,Beverages,362,49.5,72.7,21.5,5.1,44.1,869,201,Lunch,518,40,Male,8449
135,Dairy,174,49.7,40.2,36.4,3.9,7.0,946,250,Snack,863,77,Female,2581
127,Meat,230,30.5,51.0,9.9,1.7,8.2,348,167,Dinner,640,60,Male,1012
742,Beverages,258,14.6,45.5,44.6,6.1,40.8,407,166,Lunch,209,34,Male,2561
671,Fruits,557,30.2,26.7,11.4,1.9,36.0,466,228,Dinner,488,44,Female,1048
144,Snacks,275,7.3,31.0,21.4,3.6,9.2,53,67,Dinner,982,31,Female,2506
795,Snacks,185,44.0,62.8,8.8,7.3,47.3,517,115,Snack,462,18,Female,2593
130,Vegetables,307,3.4,32.9,37.0,9.6,41.9,564,65,Lunch,191,55,Male,1056
