User_ID,Category,Calories..kcal.,Protein..g.,Carbohydrates..g.,Fat..g.,Fiber..g.,Sugars..g.,Sodium..mg.,Cholesterol..mg.,Meal_Type,Water_Intake..ml.,age,gender,zip_code
272,Vegetables,221,34.5,45.2,16.5,6.4,20.7,397,298,Snack,752,30.0,Female,2030.0
663,Snacks,596,13.5,80.1,34.0,7.2,46.2,615,43,Snack,140,35.0,Male,1045.0
704,Beverages,112,25.2,32.2,45.4,2.2,2.7,175,206,Lunch,930,70.0,Female,2585.0
262,Dairy,72,14.6,52.5,27.4,9.5,27.7,714,65,Lunch,577,70.0,Male,3510.0
715,Beverages,576,10.9,87.3,27.8,9.7,24.1,620,293,Snack,772,25.0,Female,9790.0
696,Grains,558,45.1,6.4,2.3,1.2,10.7,10,249,Lunch,913,50.0,Female,2570.0
372,Beverages,348,12.8,90.4,9.3,1.2,15.4,712,291,Dinner,136,80.0,Female,2010.0
806,Fruits,158,42.0,25.7,33.1,8.4,2.1,795,193,Lunch,605,45.0,Female,3065.0
310,Dairy,579,8.9,82.5,28.7,7.4,23.1,393,120,Dinner,520,55.0,Male,1035.0
500,Snacks,244,39.1,70.8,9.6,6.8,1.9,544,186,Snack,207,20.0,Male,2540.0
901,Fruits,420,7.3,5.4,12.1,2.0,25.5,721,163,Breakfast,726,55.0,Male,3540.0
572,Vegetables,553,31.4,96.9,48.0,9.4,27.6,457,59,Snack,517,30.0,Female,3555.0
647,Snacks,143,5.3,26.9,19.8,6.8,25.3,439,105,Breakfast,625,70.0,Male,2010.0
846,Beverages,526,46.2,83.8,45.5,3.3,23.5,940,144,Snack,647,70.0,Female,1095.0
193,Dairy,480,5.6,31.6,13.3,6.3,20.9,287,124,Dinner,673,55.0,Male,2555.0
121,Grains,169,2.8,53.4,46.5,9.3,18.9,896,152,Dinner,725,65.0,Male,3000.0
431,Vegetables,403,32.6,7.5,16.8,5.8,36.6,938,93,Lunch,526,40.0,Female,3585.0
266,Fruits,239,12.4,83.2,45.2,8.9,47.4,749,164,Dinner,916,70.0,Female,3020.0
879,Dairy,272,11.2,43.0,35.1,0.7,41.2,846,177,Lunch,288,50.0,Female,2015.0
195,Dairy,246,11.6,73.6,48.0,5.6,44.5,681,131,Lunch,802,60.0,Male,2565.0
429,Beverages,475,2.4,10.6,10.9,7.5,49.3,884,33,Breakfast,759,70.0,Female,6530.0
338,Fruits,218,26.3,25.7,3.1,7.2,34.0,165,100,Breakfast,153,20.0,Male,3405.0
850,Meat,158,12.7,25.9,35.7,2.8,5.9,623,193,Snack,694,60.0,Female,2530.0
77,Fruits,535,10.6,7.3,47.6,9.9,32.2,479,236,Breakfast,265,70.0,Female,2515.0
325,Grains,258,24.0,99.3,49.0,1.0,28.1,447,100,Lunch,174,60.0,Male,1035.0
20,Snacks,427,47.2,34.7,11.7,2.2,17.4,774,89,Dinner,594,30.0,Male,1005.0
323,Beverages,284,37.8,50.8,15.0,5.4,36.3,826,82,Breakfast,722,30.0,Male,9750.0
608,Meat,352,36.4,75.8,25.1,7.6,30.6,914,291,Breakfast,256,25.0,Male,1075.0
896,Dairy,194,31.7,35.8,17.9,0.6,25.3,864,237,Dinner,299,40.0,Female,3595.0
461,Dairy,133,46.9,42.2,38.6,2.7,2.0,846,219,Lunch,224,40.0,Female,2525.0
31,Grains,414,8.5,48.7,12.9,1.7,43.3,250,142,Lunch,950,20.0,Female,2020.0
470,Meat,580,27.7,87.8,18.7,3.9,19.4,421,76,Lunch,880,70.0,Male,1090.0
850,Snacks,513,21.7,88.0,4.7,1.6,40.4,107,266,Breakfast,258,65.0,Male,1075.0
977,Beverages,576,15.7,16.7,36.1,4.9,38.4,899,125,Snack,299,40.0,Male,3010.0
335,Vegetables,109,27.6,88.6,2.7,0.9,37.1,443,287,Breakfast,835,20.0,Male,2520.0
479,Beverages,122,34.6,34.5,16.6,1.4,4.4,978,53,Breakfast,648,20.0,Male,3410.0
933,Beverages,383,40.1,62.8,16.2,0.3,46.5,256,200,Breakfast,685,80.0,Male,3545.0
958,Fruits,586,2.2,67.5,35.9,2.1,14.4,287,157,Breakfast,467,70.0,Male,1090.0
907,Meat,520,18.3,44.5,40.6,1.8,13.1,47,169,Breakfast,839,70.0,Male,1010.0
50,Beverages,164,35.0,15.0,34.8,9.1,29.0,25,118,Lunch,416,50.0,Male,3010.0
331,Fruits,271,31.7,10.8,6.4,9.1,10.2,491,204,Dinner,352,65.0,Female,2540.0
961,Grains,458,5.4,11.1,31.8,0.4,34.7,115,135,Breakfast,906,50.0,Female,3510.0
158,Vegetables,229,44.1,67.8,22.8,9.4,12.7,203,129,Breakfast,379,40.0,Male,3030.0
709,Meat,59,41.1,54.3,46.5,4.3,34.3,598,220,Snack,117,55.0,Male,3080.0
536,Grains,184,36.9,37.8,32.5,1.7,49.0,639,63,Snack,191,55.0,Male,2585.0
600,Vegetables,519,14.5,84.7,30.2,2.5,28.9,859,253,Lunch,338,20.0,Female,2565.0
496,Beverages,494,42.7,97.6,48.4,9.3,11.8,909,29,Dinner,514,75.0,Male,3520.0
61,Snacks,463,12.9,54.5,1.6,9.3,35.5,957,156,Lunch,135,60.0,Female,1055.0
747,Grains,353,49.1,52.2,31.0,0.1,19.1,316,41,Lunch,494,70.0,Female,2010.0
696,Grains,154,48.4,57.1,21.4,5.7,40.1,327,235,Lunch,404,35.0,Male,3510.0
633,Dairy,509,32.9,26.2,37.7,9.6,38.6,128,94,Dinner,916,50.0,Female,8910.0
90,Meat,449,41.4,93.9,22.5,7.1,31.9,900,202,Lunch,398,20.0,Male,2555.0
371,Fruits,387,3.8,62.8,16.2,8.7,47.5,533,4,Snack,999,40.0,Male,1035.0
715,Beverages,474,36.6,67.9,31.6,0.4,43.2,632,87,Breakfast,110,65.0,Male,1030.0
825,Beverages,389,10.9,85.1,44.4,9.4,27.5,364,138,Dinner,477,35.0,Male,2060.0
525,Beverages,507,37.7,18.0,8.4,7.2,48.1,727,175,Breakfast,230,30.0,Male,5610.0
575,Fruits,377,27.7,83.2,43.4,0.8,26.3,80,267,Snack,653,65.0,Female,4805.0
708,Beverages,537,27.7,49.5,30.1,2.8,48.2,789,115,Lunch,310,80.0,Male,2575.0
149,Meat,451,17.2,63.6,21.2,7.5,8.3,118,104,Lunch,525,50.0,Female,2530.0
355,Fruits,408,42.1,36.4,7.4,0.5,42.8,605,177,Dinner,992,35.0,Male,1075.0
259,Dairy,232,14.5,47.9,23.9,7.8,20.6,363,215,Lunch,411,65.0,Female,2595.0
728,Beverages,423,29.8,50.5,21.4,9.2,34.4,618,114,Snack,220,30.0,Male,2065.0
613,Meat,73,1.6,11.3,3.3,2.5,28.0,233,156,Lunch,222,30.0,Male,2610.0
348,Grains,444,22.5,34.8,11.7,7.3,2.1,215,111,Breakfast,424,60.0,Female,3540.0
202,Dairy,517,26.5,38.5,26.7,1.1,9.0,409,220,Dinner,575,80.0,Female,2525.0
442,Meat,368,45.2,27.5,37.5,9.1,43.1,202,292,Breakfast,694,20.0,Female,3580.0
913,Beverages,151,18.6,93.5,30.6,4.9,35.8,545,87,Breakfast,150,20.0,Female,5920.0
765,Meat,111,9.5,99.6,33.3,9.4,19.6,9,185,Lunch,685,25.0,Female,7410.0
396,Beverages,241,30.3,11.7,36.6,3.5,34.6,760,208,Breakfast,530,20.0,Male,7425.0
101,Meat,115,48.9,43.2,8.4,5.5,40.9,278,94,Dinner,849,35.0,Female,4815.0
397,Meat,330,6.7,77.4,30.2,5.8,49.5,775,184,Snack,919,75.0,Male,3040.0
241,Fruits,595,8.8,89.3,32.8,2.0,25.5,40,267,Snack,988,45.0,Female,1035.0
856,Meat,294,30.8,5.2,28.9,2.0,12.7,110,249,Dinner,948,45.0,Female,2020.0
584,Grains,388,4.8,38.6,46.7,5.7,15.0,156,128,Snack,136,50.0,Male,3600.0
469,Vegetables,263,42.1,79.4,35.0,8.5,27.1,317,104,Lunch,270,70.0,Male,3555.0
611,Vegetables,209,18.0,25.5,48.2,8.6,31.4,558,117,Snack,750,75.0,Female,1050.0
974,Snacks,311,2.2,15.5,26.0,9.2,48.1,529,291,Dinner,920,50.0,Male,1020.0
402,Meat,408,30.0,5.3,27.3,4.6,6.3,930,81,Breakfast,910,70.0,Female,2500.0
7,Vegetables,269,44.1,89.3,5.0,3.2,30.7,527,78,Dinner,179,40.0,Male,1025.0
223,Beverages,593,48.0,71.4,14.7,1.4,8.5,930,277,Snack,298,20.0,Male,8450.0
117,Beverages,343,17.9,85.8,12.4,0.1,30.7,105,70,Snack,402,60.0,Male,1010.0
888,Dairy,165,47.5,58.2,14.9,5.7,31.9,64,47,Snack,755,50.0,Female,1040.0
536,Grains,441,5.2,36.0,44.2,0.3,40.5,282,147,Dinner,751,20.0,Male,2505.0
609,Beverages,509,10.5,63.9,5.7,3.1,41.2,81,42,Snack,485,35.0,Male,1010.0
141,Dairy,216,36.8,99.6,47.8,7.5,12.3,797,232,Breakfast,836,25.0,Male,9900.0
298,Vegetables,328,26.2,26.0,27.9,2.9,44.9,229,108,Snack,799,25.0,Female,4810.0
759,Snacks,495,16.4,90.2,41.7,3.2,25.4,905,16,Snack,570,80.0,Male,1090.0
467,Dairy,487,16.8,5.9,32.3,0.6,28.1,954,252,Snack,235,70.0,Male,3535.0
73,Grains,534,47.5,81.7,43.2,1.7,20.4,21,41,Lunch,772,35.0,Female,4805.0
68,Beverages,467,19.7,64.3,34.4,5.2,6.2,188,173,Lunch,186,20.0,Male,3595.0
589,Snacks,522,26.2,94.5,26.8,1.2,33.7,465,74,Breakfast,267,65.0,Female,2555.0
468,Vegetables,263,49.0,29.3,23.8,1.6,10.7,568,281,Breakfast,865,70.0,Male,3065.0
907,Vegetables,564,13.7,18.1,12.8,5.3,33.5,542,188,Lunch,219,45.0,Male,1330.0
693,Meat,503,9.2,86.0,10.4,9.0,27.9,921,117,Snack,158,40.0,Male,6540.0
574,Vegetables,553,31.4,91.4,18.4,9.5,24.7,109,158,Dinner,565,50.0,Female,3055.0
297,Snacks,159,32.8,99.5,39.2,5.4,33.5,911,221,Dinner,450,40.0,Male,1015.0
594,Beverages,314,24.3,71.7,26.1,8.5,23.5,824,103,Breakfast,711,75.0,Female,1110.0
50,Meat,207,2.0,21.7,39.0,1.9,27.9,462,255,Lunch,319,50.0,Female,3075.0
529,Dairy,559,5.8,45.9,9.6,8.0,12.7,471,68,Snack,971,45.0,Male,3595.0
786,Grains,370,43.5,29.0,27.2,7.2,25.9,104,176,Lunch,440,45.0,Male,2545.0
131,Meat,523,26.7,27.7,24.9,3.4,19.7,517,258,Breakfast,328,45.0,Female,3545.0
247,Beverages,173,18.4,32.3,26.6,6.3,29.1,814,1,Snack,343,45.0,Female,1090.0
100,Grains,143,48.4,15.4,17.9,1.6,0.3,424,207,Snack,757,45.0,Female,9710.0
207,Meat,578,44.1,55.1,1.6,5.2,11.2,914,129,Breakfast,161,20.0,Male,1070.0
913,Snacks,67,5.9,84.9,1.5,2.8,33.9,926,277,Dinner,584,70.0,Female,3810.0
720,Vegetables,265,37.7,91.6,11.2,9.2,9.7,236,69,Dinner,844,50.0,Female,1115.0
236,Fruits,271,35.7,96.0,13.0,9.5,0.7,605,246,Dinner,442,70.0,Female,3045.0
668,Vegetables,271,1.9,9.5,21.9,3.9,18.7,868,79,Breakfast,222,65.0,Male,3555.0
417,Fruits,365,28.3,70.9,48.3,0.8,11.2,401,274,Snack,242,40.0,Female,4810.0
231,Vegetables,438,40.9,72.2,48.2,3.7,19.8,885,220,Snack,987,40.0,Male,1005.0
565,Dairy,165,23.3,65.3,34.2,7.9,0.7,284,54,Breakfast,665,55.0,Female,3540.0
313,Beverages,585,30.3,45.7,43.0,9.6,8.5,289,218,Lunch,888,40.0,Female,3010.0
569,Beverages,165,43.0,68.0,24.7,1.0,14.9,658,13,Dinner,704,40.0,Female,1060.0
105,Grains,509,13.1,65.6,25.8,6.3,45.2,764,50,Lunch,368,55.0,Male,8450.0
985,Meat,141,20.7,12.0,13.8,4.7,33.1,683,6,Dinner,660,20.0,Male,3595.0
601,Snacks,459,47.2,27.9,30.6,7.6,18.5,447,21,Dinner,360,50.0,Female,1065.0
612,Grains,309,36.0,71.0,46.2,4.6,5.3,780,263,Breakfast,369,75.0,Female,3580.0
474,Beverages,433,20.6,95.2,17.2,3.7,15.4,770,150,Lunch,395,55.0,Female,1070.0
78,Grains,546,44.1,30.7,33.4,9.1,21.6,279,205,Lunch,990,20.0,Male,2530.0
524,Meat,150,8.8,17.8,2.1,8.2,14.0,507,61,Breakfast,779,75.0,Male,2590.0
763,Snacks,566,2.6,39.9,6.5,6.0,2.8,614,156,Lunch,741,30.0,Female,2550.0
628,Fruits,196,19.6,92.9,34.7,4.9,45.0,365,117,Dinner,529,35.0,Male,2515.0
343,Fruits,165,27.0,58.6,12.4,8.5,1.8,490,244,Snack,663,75.0,Male,1005.0
611,Fruits,180,23.3,35.4,26.6,7.0,46.6,53,122,Dinner,524,20.0,Male,2025.0
103,Vegetables,205,27.0,73.2,47.8,6.4,20.2,741,114,Lunch,251,70.0,Male,4810.0
663,Meat,74,6.7,63.4,3.3,6.1,41.1,896,180,Lunch,606,65.0,Male,3035.0
774,Snacks,478,47.2,60.3,18.9,7.1,9.2,564,52,Dinner,620,60.0,Female,3510.0
185,Meat,196,42.0,24.4,31.6,6.0,1.0,77,122,Breakfast,479,35.0,Male,3600.0
365,Vegetables,148,35.7,37.4,19.6,0.4,30.6,287,294,Dinner,991,65.0,Male,7550.0
541,Meat,385,22.5,22.8,29.4,7.1,30.7,408,173,Snack,717,70.0,Male,2575.0
67,Fruits,194,6.9,88.1,11.5,8.1,41.6,518,133,Dinner,461,30.0,Female,2570.0
81,Meat,432,8.5,15.7,37.5,8.8,12.5,456,182,Lunch,831,20.0,Male,3030.0
343,Vegetables,538,36.8,35.6,7.6,0.9,22.0,809,240,Dinner,606,75.0,Male,3060.0
295,Snacks,302,42.6,56.8,32.8,2.1,19.4,133,17,Breakfast,492,70.0,Male,6210.0
530,Grains,461,13.6,24.1,42.1,0.6,42.5,566,218,Snack,488,70.0,Male,2560.0
587,Meat,173,39.6,41.7,31.9,7.7,25.9,345,163,Breakfast,897,65.0,Male,3045.0
193,Dairy,339,14.1,30.4,46.4,5.7,37.2,44,80,Dinner,153,45.0,Male,2520.0
634,Beverages,306,21.6,27.8,26.4,1.5,43.7,177,273,Dinner,818,65.0,Female,2500.0
543,Grains,367,12.5,70.7,49.0,8.0,43.7,868,162,Breakfast,903,70.0,Female,8230.0
744,Grains,544,48.6,46.8,13.5,1.1,7.6,697,46,Dinner,899,35.0,Male,6410.0
694,Meat,193,23.5,59.0,25.3,9.5,6.7,499,291,Lunch,252,75.0,Male,1090.0
275,Vegetables,508,34.9,43.5,2.9,9.9,27.8,385,137,Lunch,313,20.0,Female,3595.0
462,Beverages,359,29.3,5.7,38.5,7.9,25.5,457,37,Breakfast,954,45.0,Female,3515.0
314,Dairy,572,5.8,81.7,44.4,8.7,23.1,175,87,Snack,981,20.0,Female,2525.0
333,Fruits,218,44.0,45.0,3.1,3.9,18.6,320,179,Breakfast,928,75.0,Male,1055.0
803,Fruits,107,4.6,99.6,27.1,4.7,27.4,798,9,Lunch,780,45.0,Female,9720.0
992,Grains,59,16.8,10.2,3.6,7.3,28.3,683,292,Breakfast,603,60.0,Male,2025.0
295,Vegetables,223,3.5,12.3,15.3,4.6,27.8,491,124,Lunch,813,25.0,Female,1060.0
530,Fruits,272,10.9,84.5,44.4,8.4,25.4,888,242,Dinner,841,60.0,Female,5920.0
469,Dairy,116,47.1,49.4,41.7,8.6,1.1,891,209,Lunch,452,75.0,Female,3540.0
961,Fruits,236,23.8,53.6,12.3,5.8,42.9,934,120,Snack,665,65.0,Female,8910.0
823,Snacks,485,21.7,72.6,26.5,2.7,29.1,271,96,Lunch,555,65.0,Female,3075.0
491,Meat,531,30.1,97.2,48.0,3.6,0.2,9,8,Breakfast,242,30.0,Female,8220.0
727,Snacks,550,44.6,60.3,31.9,2.9,20.4,710,11,Lunch,698,60.0,Female,3000.0
788,Dairy,535,17.9,14.7,21.9,9.2,32.9,449,144,Dinner,821,50.0,Female,3410.0
282,Beverages,376,44.1,32.6,13.3,9.7,42.9,668,26,Breakfast,821,55.0,Male,3410.0
943,Beverages,459,4.3,90.0,14.0,0.6,15.4,819,154,Breakfast,483,35.0,Female,2020.0
226,Meat,501,3.0,97.1,18.8,6.6,39.3,586,115,Snack,644,50.0,Female,2560.0
737,Meat,60,47.9,12.2,29.1,2.4,12.3,853,64,Breakfast,222,60.0,Male,3025.0
525,Meat,506,1.8,11.3,2.1,2.6,6.4,561,155,Lunch,382,75.0,Male,3575.0
122,Fruits,169,12.5,55.6,16.6,3.2,22.1,655,78,Lunch,702,75.0,Male,1040.0
395,Meat,70,18.8,81.4,30.6,8.8,42.8,317,280,Breakfast,821,30.0,Female,2580.0
921,Meat,261,1.7,35.5,22.6,2.0,35.3,71,156,Lunch,421,45.0,Female,3415.0
708,Vegetables,106,35.4,12.1,8.2,7.7,45.7,108,82,Snack,930,40.0,Male,3580.0
349,Grains,444,31.7,33.7,41.6,4.3,2.1,127,206,Lunch,771,50.0,Female,3550.0
575,Dairy,103,1.4,43.5,27.3,2.1,18.9,149,39,Breakfast,554,70.0,Male,8230.0
686,Meat,246,3.2,29.5,21.3,3.8,7.9,863,113,Dinner,162,30.0,Male,3050.0
763,Grains,565,27.0,11.3,41.2,4.6,20.6,989,225,Lunch,194,25.0,Male,3055.0
30,Fruits,95,8.2,9.3,10.9,0.3,37.3,627,118,Dinner,580,25.0,Male,1025.0
262,Vegetables,435,18.7,91.8,27.3,8.5,45.1,990,148,Breakfast,132,75.0,Male,2525.0
608,Dairy,245,19.4,87.0,6.4,6.4,3.2,614,48,Snack,609,40.0,Male,4815.0
32,Meat,491,16.1,17.6,31.2,6.4,24.8,82,202,Breakfast,977,50.0,Female,2600.0
678,Grains,386,30.5,56.2,7.1,8.9,44.1,871,280,Snack,769,25.0,Female,3415.0
161,Vegetables,328,26.4,30.3,13.5,8.1,50.0,934,259,Lunch,976,75.0,Male,2520.0
919,Dairy,392,9.6,89.0,2.4,5.7,49.2,875,298,Dinner,634,65.0,Female,1010.0
834,Vegetables,105,40.5,17.4,43.8,6.3,45.1,80,240,Dinner,799,65.0,Male,3055.0
143,Meat,444,10.3,61.3,19.1,7.5,42.4,281,292,Breakfast,422,40.0,Male,4800.0
587,Meat,173,31.4,64.1,39.6,1.0,42.2,934,80,Dinner,678,75.0,Female,2595.0
816,Fruits,184,12.4,52.5,4.8,0.4,11.3,799,63,Snack,620,65.0,Female,1340.0
397,Meat,95,5.7,8.8,36.7,9.4,17.9,183,277,Dinner,589,60.0,Female,2010.0
520,Snacks,113,27.1,72.4,24.1,4.9,39.0,444,20,Breakfast,732,55.0,Female,2535.0
287,Meat,432,21.6,23.7,27.9,4.7,25.7,714,279,Lunch,683,40.0,Female,3075.0
361,Dairy,496,35.0,36.6,16.3,0.2,42.0,557,119,Lunch,621,70.0,Male,2535.0
810,Dairy,586,40.3,70.9,4.3,0.4,8.9,907,239,Lunch,557,25.0,Male,3510.0
540,Meat,476,39.6,76.5,10.2,9.6,26.0,256,21,Breakfast,260,30.0,Male,1010.0
173,Grains,364,30.1,77.8,41.1,7.8,18.0,359,71,Snack,967,30.0,Male,1030.0
188,Vegetables,71,42.3,82.1,12.3,0.5,19.3,457,154,Lunch,378,70.0,Female,8930.0
793,Snacks,362,43.0,96.5,45.4,6.7,28.7,503,76,Snack,242,25.0,Female,2555.0
99,Beverages,202,36.0,20.9,38.3,5.8,1.8,423,182,Snack,712,80.0,Female,3530.0
837,Beverages,340,38.4,95.2,44.6,5.5,33.3,315,61,Lunch,124,25.0,Female,2530.0
548,Snacks,326,25.2,87.3,26.5,0.7,40.4,678,282,Breakfast,593,75.0,Male,1020.0
772,Beverages,364,19.8,51.2,32.0,9.2,42.4,927,1,Dinner,815,50.0,Female,2020.0
327,Beverages,257,24.1,56.7,15.0,8.5,14.3,910,193,Lunch,937,40.0,Male,3035.0
424,Meat,227,9.4,76.5,30.2,4.9,7.0,345,40,Dinner,517,45.0,Female,4805.0
247,Vegetables,564,8.3,85.0,47.1,7.8,47.5,625,239,Dinner,528,20.0,Male,7820.0
131,Vegetables,418,2.0,53.2,3.0,5.5,43.1,796,157,Breakfast,116,40.0,Male,9990.0
56,Meat,189,7.4,85.8,7.6,9.5,49.1,863,22,Lunch,976,40.0,Female,3010.0
236,Grains,271,1.9,29.8,45.4,1.6,9.2,604,277,Dinner,685,45.0,Female,3020.0
96,Grains,65,22.5,54.3,32.2,6.4,29.5,632,214,Lunch,340,65.0,Female,2595.0
148,Dairy,559,26.6,27.7,18.6,3.4,3.7,299,130,Dinner,379,40.0,Female,2510.0
928,Grains,435,45.0,18.2,5.1,1.2,35.7,128,193,Lunch,930,30.0,Female,4380.0
747,Dairy,300,37.2,51.4,4.6,8.9,18.7,264,218,Snack,871,70.0,Female,3505.0
784,Snacks,246,47.3,66.8,45.2,8.2,23.3,145,69,Breakfast,374,80.0,Male,1040.0
288,Meat,427,9.3,59.7,27.2,3.1,28.5,990,163,Breakfast,988,20.0,Female,2625.0
872,Fruits,318,42.7,64.2,24.9,2.8,0.5,852,170,Lunch,603,40.0,Male,2505.0
436,Dairy,247,2.6,54.7,5.4,7.5,22.8,800,38,Lunch,775,25.0,Male,3025.0
805,Snacks,509,41.5,11.3,12.0,9.3,45.4,952,274,Lunch,430,35.0,Female,2585.0
105,Grains,444,24.8,17.7,47.1,0.5,48.5,226,138,Lunch,321,25.0,Female,2020.0
999,Dairy,458,41.4,9.6,11.9,7.3,13.8,590,299,Dinner,463,40.0,Male,3055.0
703,Dairy,112,12.9,24.4,49.8,2.1,2.7,535,5,Snack,747,30.0,Male,4800.0
834,Dairy,181,22.4,40.0,39.8,4.2,25.0,732,230,Snack,765,65.0,Female,1030.0
425,Dairy,206,4.3,18.2,35.0,7.8,27.8,839,122,Breakfast,775,25.0,Male,1030.0
204,Vegetables,508,34.8,79.7,18.7,3.1,32.1,635,77,Snack,759,70.0,Female,2565.0
469,Vegetables,92,25.3,58.0,2.2,5.3,11.0,27,58,Dinner,416,65.0,Male,5210.0
800,Vegetables,460,35.7,67.2,28.0,0.6,21.7,163,251,Snack,609,65.0,Female,3590.0
193,Beverages,145,17.3,38.1,14.5,7.7,42.4,353,169,Snack,818,35.0,Female,2590.0
498,Meat,62,12.1,8.0,11.1,4.8,5.6,933,111,Breakfast,946,80.0,Female,3540.0
921,Vegetables,449,9.6,79.1,45.4,6.4,22.5,603,44,Breakfast,478,55.0,Female,2595.0
611,Snacks,447,4.8,19.6,37.0,2.4,31.0,566,254,Dinner,129,55.0,Female,3045.0
531,Grains,205,19.8,99.3,44.5,6.5,17.2,909,256,Dinner,993,70.0,Male,8230.0
69,Meat,227,30.9,94.9,28.8,1.5,20.2,997,111,Dinner,440,60.0,Male,3040.0
828,Vegetables,334,40.6,45.3,49.7,8.1,32.8,839,52,Dinner,752,60.0,Female,3550.0
494,Dairy,494,34.7,98.2,48.6,3.6,43.7,447,42,Dinner,517,30.0,Female,1115.0
32,Grains,462,15.0,51.3,8.9,0.8,21.8,32,61,Breakfast,781,75.0,Male,3060.0
358,Dairy,53,34.7,95.9,37.4,5.1,12.3,802,191,Lunch,175,60.0,Male,3060.0
78,Vegetables,130,36.0,58.4,24.7,1.8,41.0,243,185,Lunch,744,75.0,Female,3540.0
574,Fruits,198,33.8,69.5,34.7,9.4,19.7,650,187,Lunch,129,30.0,Male,2525.0
494,Grains,531,21.3,10.8,21.9,9.5,38.6,396,233,Snack,976,75.0,Female,3560.0
208,Grains,377,8.5,34.0,28.0,1.4,19.4,954,192,Snack,448,45.0,Female,1060.0
309,Meat,254,48.0,19.0,22.4,1.8,17.4,933,133,Breakfast,362,45.0,Female,3015.0
372,Dairy,428,26.5,61.4,41.9,1.3,1.6,500,232,Breakfast,458,50.0,Male,3500.0
819,Beverages,120,15.5,46.6,39.5,5.3,4.2,718,257,Snack,805,55.0,Male,3050.0
480,Grains,483,35.7,93.4,44.3,1.4,27.2,833,116,Dinner,756,75.0,Male,3040.0
878,Dairy,553,38.0,32.3,44.9,7.5,32.9,580,98,Breakfast,286,45.0,Female,3555.0
651,Snacks,223,11.5,60.3,32.8,2.7,2.7,996,160,Breakfast,597,40.0,Male,3035.0
13,Grains,326,25.5,81.0,37.4,1.8,46.4,896,247,Dinner,979,70.0,Female,3515.0
820,Meat,175,34.2,20.9,28.4,7.4,22.1,853,44,Lunch,544,35.0,Female,2510.0
712,Meat,160,25.4,65.9,48.5,5.8,42.6,784,112,Snack,452,75.0,Female,3035.0
670,Dairy,267,41.2,56.6,38.1,2.5,3.7,699,219,Snack,123,45.0,Female,3530.0
941,Meat,490,22.6,24.9,18.2,3.3,42.1,263,28,Lunch,580,65.0,Male,1085.0
563,Grains,287,12.3,52.4,28.4,1.0,14.6,109,236,Snack,309,45.0,Female,1005.0
14,Beverages,304,13.5,89.8,21.8,5.5,24.3,802,231,Lunch,307,65.0,Female,1075.0
890,Meat,60,43.3,55.6,44.2,8.2,18.2,89,167,Breakfast,474,55.0,Male,3070.0
350,Snacks,453,5.6,85.3,39.0,9.1,30.8,236,242,Snack,551,60.0,Female,2580.0
270,Beverages,444,21.0,66.2,42.2,9.2,47.5,453,43,Lunch,528,65.0,Female,2590.0
101,Vegetables,170,27.0,85.7,15.7,0.8,0.5,824,7,Snack,664,55.0,Male,8440.0
1000,Beverages,60,21.5,39.7,39.8,6.1,33.1,872,129,Lunch,883,25.0,Male,2500.0
973,Meat,545,16.3,48.7,29.0,0.8,11.0,811,173,Lunch,157,35.0,Male,1055.0
242,Meat,499,30.9,36.6,10.4,3.2,22.6,270,65,Breakfast,134,40.0,Male,3415.0
477,Snacks,379,8.5,27.1,34.0,3.9,48.1,764,105,Snack,608,35.0,Female,3415.0
501,Grains,546,2.3,20.8,2.9,3.1,10.4,468,185,Dinner,938,20.0,Female,1045.0
716,Snacks,298,33.5,8.8,44.5,7.2,1.6,680,12,Dinner,395,35.0,Female,7410.0
111,Snacks,127,26.3,38.2,13.1,1.9,5.7,596,216,Breakfast,966,50.0,Male,3580.0
69,Snacks,149,3.7,59.5,9.0,7.2,36.4,607,131,Dinner,454,80.0,Male,4810.0
853,Fruits,304,8.9,47.7,16.6,2.3,1.7,384,186,Lunch,386,25.0,Female,8210.0
909,Fruits,573,46.7,21.4,39.4,8.3,33.5,229,10,Dinner,435,25.0,Female,3595.0
477,Snacks,379,36.6,87.8,20.0,0.7,29.4,327,197,Dinner,548,50.0,Male,2010.0
497,Meat,493,20.3,15.6,1.4,6.3,10.2,876,150,Breakfast,306,35.0,Male,1085.0
199,Beverages,112,36.9,96.9,7.9,8.1,19.9,523,206,Snack,814,45.0,Female,2020.0
46,Dairy,124,27.5,41.2,26.3,2.9,36.2,688,282,Snack,194,35.0,Male,5040.0
772,Beverages,157,33.6,37.8,49.0,0.7,32.4,624,67,Dinner,297,60.0,Male,1030.0
973,Grains,424,10.3,23.9,31.8,9.2,26.8,685,115,Lunch,100,40.0,Male,2570.0
822,Meat,79,46.2,98.5,42.8,1.9,32.7,302,218,Lunch,116,35.0,Female,7425.0
171,Grains,139,39.1,22.4,21.9,1.9,16.1,602,79,Breakfast,179,70.0,Male,2585.0
575,Fruits,524,17.0,90.8,7.3,6.7,30.5,160,204,Lunch,203,50.0,Male,2560.0
204,Grains,60,31.3,22.1,7.2,1.0,49.2,934,109,Breakfast,817,75.0,Female,4820.0
757,Beverages,420,42.3,44.0,35.3,9.9,17.5,803,167,Lunch,883,45.0,Female,2555.0
71,Fruits,474,17.2,27.0,11.5,3.5,36.0,966,143,Dinner,972,35.0,Female,3520.0
